iter	Logloss
0	0.6282452951
1	0.5701632292
2	0.5181222135
3	0.4716447222
4	0.4299153819
5	0.3918752344
6	0.3580761285
7	0.3284552431
8	0.3023145139
9	0.278308303
10	0.2569088932
11	0.2375106076
12	0.2200002431
13	0.204604349
14	0.1912413325
15	0.179124809
16	0.1680234071
17	0.1580463672
18	0.1492041797
19	0.1413076172
20	0.1339671701
21	0.127409362
22	0.1216217687
23	0.1161613976
24	0.111209401
25	0.1067529818
26	0.1027519683
27	0.09922974175
28	0.09594761502
29	0.09296476997
30	0.0902169184
31	0.08768028429
32	0.08534688802
33	0.0832190625
34	0.08130318359
35	0.07953703125
36	0.07792404514
37	0.07645909288
38	0.07508544488
39	0.07379340169
40	0.07264544488
41	0.07157374349
42	0.0705775434
43	0.06967886393
44	0.06883670356
45	0.06806582357
46	0.06734407661
47	0.06667174805
48	0.06606691949
49	0.06549269314
50	0.06498549371
51	0.06450333659
52	0.06404363607
53	0.0636227474
54	0.06323279948
55	0.06285539388
56	0.06251501628
57	0.06220373047
58	0.06191468533
59	0.06163670247
60	0.0613880013
61	0.06114687609
62	0.06092063694
63	0.06071089084
64	0.06052332791
65	0.06034296115
66	0.06019459418
67	0.0600351454
68	0.05988954102
69	0.05975868381
70	0.05962548177
71	0.05949287218
72	0.05937286133
73	0.059264426
74	0.05916313585
75	0.05905972439
76	0.05896278646
77	0.05887336155
78	0.05879042752
79	0.05870765734
80	0.05863250217
81	0.05856770508
82	0.05850130425
83	0.05843563368
84	0.05837620226
85	0.05832387153
86	0.05827371202
87	0.05822467556
88	0.05817416775
89	0.05812906359
90	0.05808199219
91	0.05804056207
92	0.0579927474
93	0.05795422309
94	0.05791067166
95	0.05787575087
96	0.05784615668
97	0.05781697049
98	0.05778644531
99	0.05775346463
100	0.05772488715
101	0.05768499891
102	0.05765827148
103	0.05763182509
104	0.05760766168
105	0.05758817274
106	0.05756501302
107	0.05754222765
108	0.05752152778
109	0.05750207031
110	0.05748581923
111	0.05746657769
112	0.05744927517
113	0.05742887261
114	0.05741035916
115	0.05739320638
116	0.05737512912
117	0.05735872179
118	0.05733933702
119	0.05731639865
120	0.05730223524
121	0.05728578559
122	0.05727159071
123	0.05726024089
124	0.05724825195
125	0.05723516927
126	0.05722259549
127	0.05720889214
128	0.0571947309
129	0.05717637912
130	0.0571670855
131	0.05715704427
132	0.05714619032
133	0.05713567925
134	0.05712343859
135	0.0571138303
136	0.05710294705
137	0.0570922602
138	0.0570724056
139	0.05706154514
140	0.05705194553
141	0.05704413411
142	0.05703647569
143	0.05702806207
144	0.05701888238
145	0.05701043945
146	0.05699650174
147	0.05698966905
148	0.05697757812
149	0.0569681901
150	0.05695968859
151	0.05694556315
152	0.05693743924
153	0.056925102
154	0.05691635308
155	0.05690662001
156	0.05689182943
157	0.05688177192
158	0.05687288303
159	0.05686419705
160	0.05685966363
161	0.05685228082
162	0.05684790365
163	0.05684093316
164	0.05683363607
165	0.05682875868
166	0.05681606662
167	0.05680937283
168	0.05680297201
169	0.05679527669
170	0.05678800564
171	0.05677986328
172	0.05677545247
173	0.05676921549
174	0.05676082357
175	0.05675444227
176	0.05675021159
177	0.05674285482
178	0.05673383789
179	0.05672446289
180	0.05671624349
181	0.05671009006
182	0.05670080838
183	0.05669368381
184	0.05668351888
185	0.0566715842
186	0.0566633355
187	0.05665238173
188	0.05664572266
189	0.05663931424
190	0.05663337891
191	0.05662682943
192	0.05661982422
193	0.05661274631
194	0.05660878038
195	0.05660344076
196	0.05659844184
197	0.05659096788
198	0.05658669813
199	0.05657622396
200	0.05656952474
201	0.05656445095
202	0.05655703342
203	0.05654530273
204	0.0565410829
205	0.05653476888
206	0.05652438477
207	0.05651706814
208	0.05651079861
209	0.05650380968
210	0.05649736437
211	0.05649115777
212	0.05648053494
213	0.05647467448
214	0.05646969293
215	0.05646219184
216	0.05645513346
217	0.05644756293
218	0.05643800673
219	0.05643082791
220	0.05642462023
221	0.0564202615
222	0.05641520074
223	0.05640863715
224	0.05640313802
225	0.05639654514
226	0.05638885851
227	0.05638179362
228	0.05637480903
229	0.05637006402
230	0.05636534614
231	0.05635958984
232	0.0563533648
233	0.05634818142
234	0.0563438878
235	0.05634005751
236	0.0563354579
237	0.05632846354
238	0.05632431858
239	0.05631789714
240	0.05631171115
241	0.05630584418
242	0.05629955838
243	0.05629497504
244	0.05628972873
245	0.05628502279
246	0.05627902018
247	0.05627382704
248	0.05626952691
249	0.05626300564
250	0.05625762804
251	0.05624976128
252	0.05624330729
253	0.05623927951
254	0.05622977648
255	0.0562229286
256	0.05621855469
257	0.05621222765
258	0.05620780273
259	0.05620237739
260	0.05619717231
261	0.05619223307
262	0.05618640408
263	0.05618182292
264	0.05617737196
265	0.05617060547
266	0.05616521376
267	0.05616088867
268	0.05615581814
269	0.05615174045
270	0.05614715278
271	0.05614109809
272	0.05613526259
273	0.05613030056
274	0.05612503689
275	0.05611834744
276	0.05611321832
277	0.05610816732
278	0.05610168945
279	0.05609657227
280	0.0560900727
281	0.05608654297
282	0.05608158746
283	0.05607828016
284	0.05607310113
285	0.05606935764
286	0.05606579319
287	0.05605840169
288	0.05605450087
289	0.05605004232
290	0.0560458355
291	0.05603971354
292	0.05603456706
293	0.05602955404
294	0.05602371962
295	0.05601735135
296	0.05601252713
297	0.05600873155
298	0.05600255208
299	0.05599827799
300	0.05599242947
301	0.05598699002
302	0.05598225803
303	0.05597884332
304	0.05597492079
305	0.05597201497
306	0.05596814453
307	0.05596292426
308	0.05595679905
309	0.055953125
310	0.0559493533
311	0.05594466254
312	0.05593980903
313	0.05593430339
314	0.05592755317
315	0.05592344076
316	0.05592097439
317	0.05591754774
318	0.05591199219
319	0.05590698893
320	0.05590291667
321	0.0559006174
322	0.05589576931
323	0.05589289714
324	0.05588935547
325	0.05588598416
326	0.05588076931
327	0.05587614583
328	0.0558715191
329	0.0558679796
330	0.05586461806
331	0.05586036458
332	0.05585783095
333	0.0558539247
334	0.05585151259
335	0.05584718859
336	0.05584294705
337	0.05583943251
338	0.05583445204
339	0.05583233507
340	0.05582578342
341	0.05581932075
342	0.05581366102
343	0.0558099783
344	0.05580524306
345	0.05580210612
346	0.05579692708
